姓名 高数 Java 数据结构 平均成绩 总成绩
张三41 78 49 10 45 137
张三7 85 5 61 50 151
张三27 67 26 30 41 123
张三38 48 71 91 70 210
张三8 87 91 40 72 218
张三11 3 14 30 15 47
张三74 52 91 87 76 230
张三69 3 82 86 57 171
张三60 5 84 12 33 101
张三39 23 61 16 33 100
张三19 45 26 30 33 101
张三97 64 47 11 40 122
张三24 67 73 19 53 159
张三86 83 79 71 77 233
张三13 43 95 40 59 178
张三22 95 40 6 47 141
张三11 24 23 24 23 71
张三16 43 63 94 66 200
张三70 37 84 83 68 204
张三85 13 4 96 37 113
张三30 14 76 41 43 131
张三58 50 60 5 38 115
张三94 76 12 91 59 179
张三81 5 52 70 42 127
张三50 46 22 22 30 90
张三68 13 95 43 50 151
张三97 82 86 71 79 239
张三78 88 29 11 42 128
张三66 47 49 0 32 96
张三0 69 80 38 62 187
张三27 49 43 97 63 189
张三68 80 76 16 57 172
张三24 27 0 49 25 76
张三53 64 45 96 68 205
张三94 73 44 45 54 162
张三6 13 52 66 43 131
张三43 97 5 99 67 201
张三27 12 66 69 49 147
张三6 84 61 4 49 149
张三5 49 63 3 38 115
张三92 10 38 60 36 108
张三48 81 7 38 42 126
张三1 1 2 26 9 29
张三0 46 49 36 43 131
张三74 57 29 8 31 94
张三7 56 60 69 61 185
张三93 84 36 62 60 182
张三77 27 75 60 54 162
张三59 84 9 83 58 176
张三68 20 8 99 42 127
张三4 22 63 26 37 111
张三72 95 81 14 63 190
张三23 59 16 41 38 116
张三89 17 66 86 56 169
张三26 8 72 55 45 135
张三22 51 36 42 43 129
张三44 70 25 19 38 114
张三11 41 67 82 63 190
张三53 52 51 94 65 197
张三8 64 52 93 69 209
张三89 69 41 61 57 171
张三61 96 12 83 63 191
张三55 83 83 68 78 234
张三36 38 3 27 22 68
张三72 38 17 52 35 107
张三25 83 70 99 84 252
张三13 86 94 94 91 274
张三3 29 98 61 62 188
张三2 16 39 11 22 66
张三31 62 44 94 66 200
张三0 31 86 70 62 187
张三19 68 66 21 51 155
张三90 37 30 96 54 163
张三4 44 78 51 57 173
张三31 36 26 4 22 66
张三2 27 93 31 50 151
张三59 36 23 67 42 126
张三33 50 41 6 32 97
张三39 23 17 25 21 65
张三32 93 67 6 55 166
张三6 61 54 61 58 176
张三5 3 48 13 21 64
张三39 5 23 33 20 61
张三80 85 84 91 86 260
张三70 53 22 22 32 97
张三58 91 57 68 72 216
张三12 66 81 28 58 175
张三88 74 52 98 74 224
张三54 35 73 46 51 154
张三94 57 98 65 73 220
张三72 76 60 78 71 214
张三39 59 59 84 67 202
张三43 71 45 84 66 200
张三13 65 89 22 58 176
张三60 0 18 68 28 86
张三63 33 41 39 37 113
张三88 27 41 53 40 121
张三12 87 77 28 64 192
张三16 32 93 91 72 216
张三38 10 20 6 12 36
张三81 4 66 11 27 81
张三99 74 65 64 67 203
张三81 35 99 12 48 146
张三33 43 27 10 26 80
张三95 83 83 34 66 200
张三72 44 72 43 53 159
张三79 99 63 80 80 242
张三37 99 4 32 45 135
张三15 24 41 65 43 130
张三18 51 67 25 47 143
张三19 4 47 16 22 67
张三37 33 97 73 67 203
张三37 91 20 56 55 167
张三74 72 41 58 57 171
张三90 12 32 35 26 79
张三78 9 12 74 31 95
张三55 31 45 89 55 165
张三6 82 63 80 75 225
张三69 45 78 61 61 184
张三68 24 81 30 45 135
张三15 69 21 92 60 182
张三53 40 59 55 51 154
张三20 11 39 70 40 120
张三79 86 74 50 70 210
张三66 61 35 18 38 114
张三88 62 82 78 74 222
张三13 5 72 18 31 95
张三79 85 27 16 42 128
张三63 71 79 40 63 190
张三45 12 4 94 36 110
张三28 59 82 5 48 146
张三64 19 27 90 45 136
张三78 0 40 99 46 139
张三60 71 1 4 25 76
张三81 71 71 27 56 169
张三26 20 95 13 42 128
张三61 32 11 65 36 108
张三82 33 58 79 56 170
张三34 81 25 57 54 163
张三13 29 34 61 41 124
张三7 42 71 55 56 168
张三95 74 64 58 65 196
张三33 25 95 14 44 134
张三29 73 81 88 80 242
张三75 22 84 67 57 173
张三11 47 36 60 47 143
张三17 36 29 67 44 132
张三31 92 13 21 42 126
张三11 59 64 62 61 185
张三75 53 21 68 47 142
张三69 26 86 23 45 135
张三59 65 65 56 62 186
张三25 38 66 71 58 175
张三38 37 39 47 41 123
张三33 10 10 50 23 70
张三58 88 99 92 93 279
张三71 0 40 50 30 90
张三45 58 96 18 57 172
张三67 16 82 82 60 180
张三50 51 85 72 69 208
张三77 14 4 48 22 66
张三93 87 38 63 62 188
张三68 33 25 65 41 123
张三84 68 31 65 54 164
张三88 17 93 37 49 147
张三98 81 79 5 55 165
张三36 48 5 82 45 135
张三39 4 32 45 27 81
张三53 59 19 52 43 130
张三31 76 71 5 50 152
张三4 20 71 15 35 106
张三6 54 60 24 46 138
张三19 15 6 84 35 105
张三77 64 41 30 45 135
张三7 43 89 94 75 226
张三26 24 75 73 57 172
张三78 15 39 92 48 146
张三46 90 76 49 71 215
张三21 43 24 74 47 141
张三2 57 84 0 47 141
张三22 24 89 71 61 184
张三12 23 76 96 65 195
张三38 71 16 4 30 91
张三65 70 9 13 30 92
张三43 50 47 24 40 121
张三15 60 46 62 56 168
张三15 22 94 28 48 144
张三27 26 12 46 28 84
张三42 0 39 6 15 45
张三72 99 69 48 72 216
张三51 56 92 70 72 218
张三72 22 25 66 37 113
张三93 63 53 65 60 181
张三67 34 6 54 31 94
张三46 43 6 55 34 104
张三43 16 43 41 33 100
张三7 47 34 52 44 133
张三45 39 84 28 50 151
张三89 7 40 13 20 60
张三66 62 11 93 55 166
张三49 28 2 36 22 66
张三80 61 15 45 40 121
张三14 1 7 21 9 29
张三68 88 83 11 60 182
张三63 69 40 82 63 191
张三51 98 87 56 80 241
张三2 73 16 26 38 115
张三31 83 73 52 69 208
张三44 48 95 34 59 177
张三95 5 0 59 21 64
张三48 69 2 6 25 77
张三47 27 75 89 63 191
张三21 45 54 62 53 161
张三66 64 78 43 61 185
张三60 24 59 11 31 94
张三2 24 82 65 57 171
张三88 50 40 18 36 108
张三64 92 7 50 49 149
张三36 90 7 47 48 144
张三59 89 63 85 79 237
张三41 25 68 50 47 143
张三82 13 66 20 33 99
张三78 55 59 36 50 150
张三79 27 49 7 27 83
张三64 89 31 30 50 150
张三16 66 80 42 62 188
张三68 96 31 17 48 144
张三36 73 73 89 78 235
张三30 56 51 32 46 139
张三90 83 58 96 79 237
张三87 22 47 27 32 96
张三66 22 21 18 20 61
张三38 91 46 35 57 172
张三52 88 64 0 50 152
张三6 52 86 21 53 159
张三16 18 29 0 15 47
张三73 31 71 72 58 174
张三82 81 71 43 65 195
张三8 88 23 75 62 186
张三30 35 4 42 27 81
张三3 12 74 93 59 179
张三65 41 39 30 36 110
张三87 19 18 21 19 58
张三20 21 84 78 61 183
张三89 65 26 94 61 185
张三85 7 83 4 31 94
张三71 13 94 73 60 180
张三91 23 13 95 43 131
张三44 23 65 44 44 132
张三81 80 67 92 79 239
张三38 53 63 82 66 198
张三46 86 79 14 59 179
张三2 91 12 86 63 189
张三18 8 87 21 38 116
张三42 54 45 79 59 178
张三36 30 41 50 40 121
张三28 27 7 32 22 66
张三30 89 76 54 73 219
张三29 22 30 50 34 102
张三0 95 33 41 56 169
张三49 89 11 31 43 131
张三71 55 96 1 50 152
张三84 99 35 98 77 232
张三52 73 59 53 61 185
张三21 91 28 42 53 161
张三40 77 62 54 64 193
张三42 47 8 43 32 98
张三45 2 51 54 35 107
张三10 29 0 62 30 91
张三14 46 47 91 61 184
张三46 19 17 97 44 133
张三92 50 37 62 49 149
张三27 10 17 72 33 99
张三54 86 19 2 35 107
张三67 69 98 84 83 251
张三71 57 58 64 59 179
张三57 53 96 38 62 187
张三24 32 53 91 58 176
张三67 50 81 39 56 170
张三65 74 97 11 60 182
张三55 94 81 21 65 196
张三76 40 91 97 76 228
张三27 46 72 43 53 161
张三4 52 61 76 63 189
张三34 65 14 53 44 132
张三49 71 62 86 73 219
张三14 0 24 43 22 67
张三41 31 77 99 69 207
张三11 77 18 11 35 106
张三39 1 54 72 42 127
张三22 70 52 10 44 132
张三23 87 34 88 69 209
张三60 67 57 65 63 189
张三81 4 53 2 19 59
张三39 80 45 74 66 199
张三97 65 38 5 36 108
张三10 59 15 24 32 98
张三98 64 19 67 50 150
张三2 6 18 99 41 123
张三15 75 25 18 39 118
张三57 95 33 49 59 177
张三67 60 48 89 65 197
张三66 54 64 48 55 166
张三73 83 78 27 62 188
张三20 64 80 73 72 217
张三49 73 58 23 51 154
张三65 67 42 68 59 177
张三47 55 98 58 70 211
张三6 6 86 79 57 171
张三39 79 59 34 57 172
张三97 28 68 76 57 172
张三64 95 88 43 75 226
张三27 25 89 93 69 207
张三75 55 62 1 39 118
张三80 99 43 67 69 209
张三68 44 88 49 60 181
张三21 67 66 31 54 164
张三72 69 53 87 69 209
张三50 48 80 16 48 144
张三29 67 19 6 30 92
张三25 3 63 59 41 125
张三13 92 18 31 47 141
张三28 8 71 11 30 90
张三35 4 86 82 57 172
张三53 87 14 13 38 114
张三63 83 38 22 47 143
张三18 35 53 67 51 155
张三34 8 82 53 47 143
张三31 16 65 27 36 108
张三46 5 15 79 33 99
张三82 95 12 83 63 190
张三61 42 53 25 40 120
张三23 61 76 21 52 158
张三38 16 87 20 41 123
张三50 41 88 75 68 204
张三8 76 70 48 64 194
张三27 5 35 2 14 42
张三27 75 69 42 62 186
张三98 29 21 52 34 102
张三89 28 52 78 52 158
张三66 47 44 18 36 109
张三86 39 76 78 64 193
张三65 24 85 70 59 179
张三36 15 6 43 21 64
张三28 20 30 30 26 80
张三18 75 81 73 76 229
张三40 38 81 26 48 145
张三96 43 10 44 32 97
张三21 66 15 38 39 119
张三10 50 51 39 46 140
张三83 61 5 30 32 96
张三66 10 16 68 31 94
张三68 32 9 18 19 59
张三60 44 15 22 27 81
张三25 27 81 22 43 130
张三15 49 2 34 28 85
张三23 23 80 18 40 121
张三14 48 18 53 39 119
张三89 73 69 63 68 205
张三54 75 29 48 50 152
张三18 70 28 70 56 168
张三70 70 0 8 26 78
张三98 24 29 68 40 121
张三88 86 62 94 80 242
张三38 60 42 51 51 153
张三5 38 61 56 51 155
张三10 83 76 20 59 179
张三20 57 93 37 62 187
张三28 81 68 62 70 211
张三55 8 60 14 27 82
张三25 43 78 22 47 143
张三36 93 19 55 55 167
张三16 27 49 65 47 141
张三27 60 86 84 76 230
张三32 98 48 30 58 176
张三39 73 30 87 63 190
张三88 19 86 27 44 132
张三59 18 71 8 32 97
张三19 82 86 25 64 193
张三65 55 55 11 40 121
张三65 85 61 30 58 176
张三16 39 81 99 73 219
张三30 9 2 64 25 75
张三52 69 6 34 36 109
张三28 57 90 79 75 226
张三32 34 36 88 52 158
张三83 37 99 72 69 208
张三87 72 92 19 61 183
张三58 27 36 87 50 150
张三83 62 15 52 43 129
张三29 29 39 17 28 85
张三5 99 28 14 47 141
张三22 20 43 50 37 113
张三20 48 90 53 63 191
张三84 49 58 13 40 120
张三72 59 4 28 30 91
张三61 28 44 2 24 74
张三18 82 48 63 64 193
张三89 44 70 21 45 135
张三12 40 66 1 35 107
张三38 54 82 60 65 196
张三91 31 31 97 53 159
张三52 68 27 72 55 167
张三23 61 47 29 45 137
张三83 22 6 46 24 74
张三23 45 76 31 50 152
张三14 92 57 82 77 231
张三39 22 5 73 33 100
张三99 4 78 7 29 89
张三70 69 71 31 57 171
张三98 49 57 99 68 205
张三75 7 24 32 21 63
张三60 98 59 1 52 158
张三68 43 99 65 69 207
张三84 73 81 39 64 193
张三21 87 13 97 65 197
张三76 33 4 88 41 125
张三16 27 17 27 23 71
张三63 69 63 46 59 178
张三21 74 69 67 70 210
张三51 25 38 88 50 151
张三72 92 8 43 47 143
张三19 78 43 51 57 172
张三97 74 41 49 54 164
张三1 55 40 40 45 135
张三12 45 75 91 70 211
张三91 71 32 57 53 160
张三62 89 56 14 53 159
张三72 3 99 24 42 126
张三9 29 5 96 43 130
张三61 43 76 9 42 128
张三74 25 46 48 39 119
张三11 99 97 2 66 198
张三80 45 77 54 58 176
张三24 31 57 2 30 90
张三81 45 36 49 43 130
张三47 36 49 0 28 85
张三41 49 42 13 34 104
张三82 31 95 71 65 197
张三12 23 37 22 27 82
张三13 94 71 16 60 181
张三35 78 39 96 71 213
张三24 49 91 17 52 157
张三47 51 95 25 57 171
张三86 30 13 84 42 127
张三73 49 92 76 72 217
张三22 38 65 21 41 124
张三41 46 50 1 32 97
张三71 81 14 39 44 134
张三44 84 36 91 70 211
张三22 74 34 83 63 191
张三34 3 43 72 39 118
张三90 22 23 56 33 101
张三35 9 33 18 20 60
张三46 22 94 60 58 176
张三96 54 44 22 40 120
张三28 51 40 86 59 177
张三24 84 7 77 56 168
张三89 38 34 22 31 94
张三75 77 21 26 41 124
张三76 23 29 59 37 111
张三85 96 73 4 57 173
张三29 59 56 12 42 127
张三76 98 26 79 67 203
张三39 7 46 96 49 149
张三61 94 86 49 76 229
张三31 31 25 21 25 77
张三37 53 35 76 54 164
张三33 97 40 79 72 216
张三49 86 85 42 71 213
张三65 25 32 63 40 120
张三41 48 94 79 73 221
张三46 48 68 29 48 145
张三55 67 54 85 68 206
张三14 91 80 79 83 250
张三22 63 21 44 42 128
张三0 59 85 51 65 195
张三65 23 77 14 38 114
张三2 0 82 22 34 104
张三14 61 16 34 37 111
张三61 85 51 78 71 214
张三83 56 17 85 52 158
张三9 23 94 85 67 202
张三87 55 28 87 56 170
张三66 99 3 87 63 189
张三77 92 81 32 68 205
张三3 99 41 6 48 146
张三26 57 24 77 52 158
张三85 74 55 13 47 142
张三2 4 13 46 21 63
张三65 41 93 12 48 146
张三1 97 25 23 48 145
张三4 29 57 33 39 119
张三32 23 73 26 40 122
张三28 28 32 50 36 110
张三76 30 37 98 55 165
张三48 81 80 51 70 212
张三60 61 41 55 52 157
张三6 37 64 43 48 144
张三15 96 43 80 73 219
张三19 64 69 49 60 182
张三15 20 11 46 25 77
张三44 64 20 45 43 129
张三18 83 8 9 33 100
张三76 65 13 44 40 122
张三43 21 11 11 14 43
张三51 76 13 17 35 106
张三63 40 29 78 49 147
张三29 14 87 10 37 111
张三6 9 3 1 4 13
张三60 60 74 99 77 233
张三75 86 0 36 40 122
张三79 94 9 0 34 103
张三44 87 25 69 60 181
张三65 8 48 7 21 63
张三91 76 33 25 44 134
张三66 12 72 39 41 123
张三59 20 0 10 10 30
张三88 79 66 22 55 167
张三74 59 81 28 56 168
张三70 80 88 21 63 189
张三57 66 86 12 54 164
张三25 18 83 13 38 114
张三2 99 22 49 56 170
张三9 64 11 63 46 138
张三12 86 8 92 62 186
张三23 44 88 38 56 170
张三13 81 48 2 43 131
张三3 39 64 76 59 179
张三94 76 17 45 46 138
张三25 90 75 90 85 255
张三33 79 10 44 44 133
张三30 19 55 89 54 163
张三13 74 35 69 59 178
张三58 22 98 20 46 140
张三45 23 72 2 32 97
张三40 82 93 88 87 263
张三31 94 25 15 44 134
张三89 2 77 96 58 175
张三55 7 20 52 26 79
张三77 75 85 10 56 170
张三83 34 53 1 29 88
张三14 31 91 51 57 173
张三92 9 76 91 58 176
张三44 22 50 53 41 125
张三76 14 73 58 48 145
张三25 41 21 61 41 123
张三1 59 72 60 63 191
张三79 97 98 38 77 233
张三91 80 94 42 72 216
张三3 66 88 11 55 165
张三81 99 28 64 63 191
张三88 13 32 86 43 131
张三62 42 87 69 66 198
张三94 52 28 92 57 172
张三9 2 89 33 41 124
张三69 70 20 54 48 144
张三64 86 62 26 58 174
张三9 59 65 88 70 212
张三9 93 66 89 82 248
张三3 15 80 81 58 176
张三69 8 85 97 63 190
张三7 99 34 93 75 226
张三7 10 35 57 34 102
张三40 72 45 91 69 208
张三18 23 76 72 57 171
张三1 57 88 14 53 159
张三31 73 44 70 62 187
张三41 76 33 10 39 119
张三62 7 31 66 34 104
张三47 62 55 12 43 129
张三3 7 74 24 35 105
张三23 74 0 38 37 112
张三14 4 38 19 20 61
张三63 29 89 23 47 141
张三68 55 8 33 32 96
张三63 43 2 36 27 81
张三67 65 13 18 32 96
张三18 56 63 19 46 138
张三16 48 56 26 43 130
张三92 63 31 68 54 162
张三37 62 24 83 56 169
张三59 95 58 44 65 197
张三49 75 90 46 70 211
张三59 7 71 58 45 136
张三59 26 47 87 53 160
张三13 72 96 1 56 169
张三27 4 29 90 41 123
张三87 94 18 98 70 210
张三7 57 0 40 32 97
张三14 83 64 4 50 151
张三73 98 34 55 62 187
张三87 55 26 77 52 158
张三82 69 8 94 57 171
张三14 44 88 86 72 218
张三50 90 67 22 59 179
张三75 60 13 61 44 134
张三8 99 60 32 63 191
张三22 9 96 70 58 175
张三94 52 42 47 47 141
张三39 61 0 87 49 148
张三98 50 82 63 65 195
张三15 46 29 94 56 169
张三33 12 42 89 47 143
张三19 96 3 17 38 116
张三41 3 2 3 2 8
张三85 82 39 7 42 128
张三39 84 45 43 57 172
张三29 1 55 97 51 153
张三48 61 45 71 59 177
张三64 5 44 7 18 56
张三86 32 98 17 49 147
张三91 99 97 81 92 277
张三13 64 8 58 43 130
张三70 36 63 64 54 163
张三38 48 5 7 20 60
张三14 85 79 65 76 229
张三50 27 67 19 37 113
张三41 51 5 70 42 126
张三30 71 68 19 52 158
张三91 83 43 77 67 203
张三36 61 68 40 56 169
张三92 85 45 87 72 217
张三93 11 36 90 45 137
张三30 18 13 76 35 107
张三21 15 45 22 27 82
张三51 76 55 14 48 145
张三69 25 7 50 27 82
张三7 46 64 18 42 128
张三61 87 22 42 50 151
张三26 1 14 54 23 69
张三63 86 48 92 75 226
张三60 94 2 24 40 120
张三12 77 49 34 53 160
张三48 36 75 3 38 114
张三93 14 53 77 48 144
张三91 75 20 11 35 106
张三37 96 19 42 52 157
张三41 24 18 35 25 77
张三75 93 26 49 56 168
张三24 0 70 36 35 106
张三86 16 10 94 40 120
张三78 63 57 11 43 131
张三4 52 10 86 49 148
张三61 68 1 89 52 158
张三88 84 17 55 52 156
张三57 91 24 80 65 195
张三68 40 24 54 39 118
张三96 57 23 11 30 91
张三7 72 15 93 60 180
张三58 9 17 16 14 42
张三63 47 61 6 38 114
张三30 85 34 61 60 180
张三22 91 96 22 69 209
张三33 88 30 29 49 147
张三45 35 89 86 70 210
张三42 81 72 91 81 244
张三60 41 46 71 52 158
张三67 18 27 27 24 72
张三68 14 4 63 27 81
张三60 19 28 94 47 141
张三61 27 98 14 46 139
张三75 38 17 47 34 102
张三71 16 6 84 35 106
张三90 68 87 48 67 203
张三94 12 23 37 24 72
张三70 14 67 32 37 113
张三52 28 9 54 30 91
张三40 99 31 22 50 152
张三99 28 96 65 63 189
张三69 97 14 87 66 198
张三81 14 76 30 40 120
张三14 10 69 4 27 83
张三92 34 94 16 48 144
张三67 22 14 71 35 107
张三9 96 3 49 49 148
张三89 12 26 69 35 107
张三83 29 83 32 48 144
张三44 93 95 75 87 263
张三15 32 9 65 35 106
张三59 27 57 75 53 159
张三64 5 29 19 17 53
张三59 10 44 33 29 87
张三44 47 86 21 51 154
张三81 52 34 7 31 93
张三15 68 92 77 79 237
张三53 78 97 21 65 196
张三86 57 50 30 45 137
张三72 32 46 36 38 114
张三68 86 57 35 59 178
张三52 59 65 83 69 207
张三49 57 59 94 70 210
张三7 98 65 37 66 200
张三92 15 35 74 41 124
张三83 9 65 54 42 128
张三65 93 23 26 47 142
张三76 17 43 13 24 73
张三49 45 14 57 38 116
张三76 52 78 7 45 137
张三0 97 88 19 68 204
张三42 7 69 90 55 166
张三54 24 70 44 46 138
张三92 50 23 87 53 160
张三92 17 9 8 11 34
张三54 64 44 3 37 111
张三14 14 27 21 20 62
张三30 97 54 87 79 238
张三88 0 91 81 57 172
张三58 47 33 61 47 141
张三71 8 91 9 36 108
张三65 12 67 99 59 178
张三17 69 37 94 66 200
张三69 83 29 12 41 124
张三21 88 15 85 62 188
张三58 65 42 2 36 109
张三61 60 44 20 41 124
张三44 35 91 63 63 189
张三44 44 48 82 58 174
张三2 96 85 45 75 226
张三59 53 15 9 25 77
张三5 74 95 26 65 195
张三0 34 17 14 21 65
张三41 63 6 47 38 116
张三7 53 19 84 52 156
张三68 24 63 3 30 90
张三42 1 85 65 50 151
张三23 85 2 98 61 185
张三97 76 69 45 63 190
张三28 12 1 2 5 15
张三97 33 49 8 30 90
张三25 23 76 84 61 183
张三49 82 44 9 45 135
张三46 90 17 92 66 199
张三56 88 10 91 63 189
张三9 43 51 4 32 98
张三81 6 24 56 28 86
张三83 60 48 85 64 193
张三41 45 83 47 58 175
张三62 23 33 15 23 71
张三72 48 86 17 50 151
张三52 67 61 69 65 197
张三78 37 83 78 66 198
张三55 46 63 71 60 180
张三68 54 96 64 71 214
张三5 6 77 52 45 135
张三41 99 47 57 67 203
张三87 29 16 83 42 128
张三73 50 65 43 52 158
张三43 89 53 64 68 206
张三12 2 34 9 15 45
张三57 41 93 80 71 214
张三88 82 15 5 34 102
张三62 25 96 75 65 196
张三3 6 59 8 24 73
张三11 62 55 91 69 208
张三36 99 87 87 91 273
张三14 67 38 68 57 173
张三0 88 6 48 47 142
张三23 23 59 20 34 102
张三30 40 76 89 68 205
张三19 65 31 19 38 115
张三71 2 76 36 38 114
张三46 92 26 53 57 171
张三31 71 4 95 56 170
张三75 89 16 45 50 150
张三84 3 17 63 27 83
张三4 41 14 49 34 104
张三51 23 12 94 43 129
张三31 60 4 54 39 118
张三2 11 79 85 58 175
张三49 56 33 68 52 157
张三41 76 1 52 43 129
张三54 44 30 60 44 134
